"Image_ID","Date","Formation","Age","Sample_ID","Shell_ID","Colony_ID","Genus","Species","X","binomial","ID"
"MHR.5134","04/06/2020","SHCS","Pleistocene","9.33","31",14,"Microporella","speculum",NA,"Microporella_speculum","9.33_31_14"
"MHR.5135","04/06/2020","SHCS","Pleistocene","9.33","31",14,"Microporella","speculum",NA,"Microporella_speculum","9.33_31_14"
"MHR.5136","04/06/2020","SHCS","Pleistocene","9.33","31",14,"Microporella","speculum",NA,"Microporella_speculum","9.33_31_14"
"MHR.5137","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5138","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5139","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5140","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5141","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5142","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5143","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5144","09/06/2020","SHCS","Pleistocene","9.33","32",13,"Microporella","speculum",NA,"Microporella_speculum","9.33_32_13"
"MHR.5145","09/06/2020","SHCS","Pleistocene","9.33","32",5,"Microporella","aff. speculum",NA,"Microporella_aff. speculum","9.33_32_5"
"MHR.5146","09/06/2020","SHCS","Pleistocene","9.33","32",6,"Microporella","aff. speculum",NA,"Microporella_aff. speculum","9.33_32_6"
"MHR.5147","09/06/2020","SHCS","Pleistocene","9.33","32",6,"Microporella","aff. speculum",NA,"Microporella_aff. speculum","9.33_32_6"
"MHR.5148","09/06/2020","SHCS","Pleistocene","9.33","32",11,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_32_11"
"MHR.5149","09/06/2020","SHCS","Pleistocene","9.33","32",11,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_32_11"
"MHR.5150","09/06/2020","SHCS","Pleistocene","9.33","32",11,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_32_11"
"MHR.5151","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5152","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5153","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5154","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5155","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5156","09/06/2020","SHCS","Pleistocene","9.33","33",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_33_2"
"MHR.5157","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5159","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5160","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5161","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5162","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5163","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5164","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5165","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5166","09/06/2020","SHCS","Pleistocene","9.33","30",2,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_2"
"MHR.5167","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5168","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5169","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5170","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5171","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5172","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5173","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5174","09/06/2020","SHCS","Pleistocene","9.33","30",4,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_4"
"MHR.5175","09/06/2020","SHCS","Pleistocene","9.33","30",5,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_5"
"MHR.5176","09/06/2020","SHCS","Pleistocene","9.33","30",5,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_5"
"MHR.5177","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5178","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5179","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5180","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5181","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5182","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5183","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5184","09/06/2020","SHCS","Pleistocene","9.33","30",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.33_30_6"
"MHR.5185","11/06/2020","SHCS","Pleistocene","9.33","30",11,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_11"
"MHR.5186","11/06/2020","SHCS","Pleistocene","9.33","30",11,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_11"
"MHR.5187","11/06/2020","SHCS","Pleistocene","9.33","30",13,"Microporella","aff. speculum",NA,"Microporella_aff. speculum","9.33_30_13"
"MHR.5188","11/06/2020","SHCS","Pleistocene","9.33","30",19,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_19"
"MHR.5189","11/06/2020","SHCS","Pleistocene","9.33","30",19,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_19"
"MHR.5190","11/06/2020","SHCS","Pleistocene","9.33","30",19,"Microporella","speculum",NA,"Microporella_speculum","9.33_30_19"
"MHR.5191","11/06/2020","SHCS","Pleistocene","9.31","2",1,"Microporella","speculum",NA,"Microporella_speculum","9.31_2_1"
"MHR.5192","11/06/2020","SHCS","Pleistocene","9.31","2",1,"Microporella","speculum",NA,"Microporella_speculum","9.31_2_1"
"MHR.5193","11/06/2020","SHCS","Pleistocene","9.31","2",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_2_3"
"MHR.5194","11/06/2020","SHCS","Pleistocene","9.31","2",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_2_3"
"MHR.5195","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5196","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5197","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5198","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5199","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5200","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5201","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5202","11/06/2020","SHCS","Pleistocene","9.31","8",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_8_4"
"MHR.5203","11/06/2020","SHCS","Pleistocene","9.31","11",9,"Microporella","speculum",NA,"Microporella_speculum","9.31_11_9"
"MHR.5204","11/06/2020","SHCS","Pleistocene","9.31","11",9,"Microporella","speculum",NA,"Microporella_speculum","9.31_11_9"
"MHR.5205","11/06/2020","SHCS","Pleistocene","9.31","11",9,"Microporella","speculum",NA,"Microporella_speculum","9.31_11_9"
"MHR.5206","11/06/2020","SHCS","Pleistocene","9.31","11",9,"Microporella","speculum",NA,"Microporella_speculum","9.31_11_9"
"MHR.5207","11/06/2020","SHCS","Pleistocene","9.31","14",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_14_3"
"MHR.5208","11/06/2020","SHCS","Pleistocene","9.31","14",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_14_3"
"MHR.5209","11/06/2020","SHCS","Pleistocene","9.31","14",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_14_3"
"MHR.5210","11/06/2020","SHCS","Pleistocene","9.31","14",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_14_3"
"MHR.5211","12/06/2020","SHCS","Pleistocene","9.31","13",2,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_2"
"MHR.5212","12/06/2020","SHCS","Pleistocene","9.31","13",2,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_2"
"MHR.5213","12/06/2020","SHCS","Pleistocene","9.31","13",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_3"
"MHR.5214","12/06/2020","SHCS","Pleistocene","9.31","13",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_3"
"MHR.5215","12/06/2020","SHCS","Pleistocene","9.31","13",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_3"
"MHR.5216","12/06/2020","SHCS","Pleistocene","9.31","13",3,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_3"
"MHR.5217","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5218","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5219","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5220","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5221","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5222","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5223","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5224","12/06/2020","SHCS","Pleistocene","9.31","13",4,"Microporella","speculum",NA,"Microporella_speculum","9.31_13_4"
"MHR.5225","12/06/2020","SHCS","Pleistocene","9.32","1",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_1_4"
"MHR.5226","12/06/2020","SHCS","Pleistocene","9.32","1",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_1_4"
"MHR.5227","12/06/2020","SHCS","Pleistocene","9.32","1",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_1_4"
"MHR.5228","12/06/2020","SHCS","Pleistocene","9.32","1",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_1_4"
"MHR.5229","12/06/2020","SHCS","Pleistocene","9.32","2",11,"Microporella","speculum",NA,"Microporella_speculum","9.32_2_11"
"MHR.5230","12/06/2020","SHCS","Pleistocene","9.32","2",11,"Microporella","speculum",NA,"Microporella_speculum","9.32_2_11"
"MHR.5231","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5232","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5233","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5234","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5235","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5236","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5237","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5238","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5239","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5240","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5241","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5242","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5243","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5244","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5245","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5246","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5247","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5248","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5249","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5250","12/06/2020","SHCS","Pleistocene","9.32","10",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_9"
"MHR.5251","12/06/2020","SHCS","Pleistocene","9.32","10",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_12"
"MHR.5252","12/06/2020","SHCS","Pleistocene","9.32","10",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_12"
"MHR.5253","12/06/2020","SHCS","Pleistocene","9.32","10",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_12"
"MHR.5254","12/06/2020","SHCS","Pleistocene","9.32","10",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_12"
"MHR.5255","18/06/2020","SHCS","Pleistocene","9.32","10",13,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_13"
"MHR.5256","18/06/2020","SHCS","Pleistocene","9.32","10",13,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_13"
"MHR.5257","18/06/2020","SHCS","Pleistocene","9.32","10",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_1"
"MHR.5258","18/06/2020","SHCS","Pleistocene","9.32","10",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_1"
"MHR.5259","18/06/2020","SHCS","Pleistocene","9.32","10",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_1"
"MHR.5260","18/06/2020","SHCS","Pleistocene","9.32","10",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_1"
"MHR.5261","18/06/2020","SHCS","Pleistocene","9.32","10",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_10_4"
"MHR.5262","18/06/2020","SHCS","Pleistocene","9.32","10",4,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_10_4"
"MHR.5263","18/06/2020","SHCS","Pleistocene","9.32","10",6,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_6"
"MHR.5264","18/06/2020","SHCS","Pleistocene","9.32","10",6,"Microporella","speculum",NA,"Microporella_speculum","9.32_10_6"
"MHR.5265","18/06/2020","SHCS","Pleistocene","9.32","7",5,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_5"
"MHR.5266","18/06/2020","SHCS","Pleistocene","9.32","7",5,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_5"
"MHR.5267","18/06/2020","SHCS","Pleistocene","9.32","7",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_6"
"MHR.5268","18/06/2020","SHCS","Pleistocene","9.32","7",6,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_6"
"MHR.5269","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5270","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5271","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5272","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5273","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5274","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5275","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5276","18/06/2020","SHCS","Pleistocene","9.32","7",9,"Microporella","speculum",NA,"Microporella_speculum","9.32_7_9"
"MHR.5277","18/06/2020","SHCS","Pleistocene","9.32","7",2,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_2"
"MHR.5278","18/06/2020","SHCS","Pleistocene","9.32","7",2,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_2"
"MHR.5279","18/06/2020","SHCS","Pleistocene","9.32","7",2,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_2"
"MHR.5280","18/06/2020","SHCS","Pleistocene","9.32","7",15,"Microporella","agonistes",NA,"Microporella_agonistes","9.32_7_15"
"MHR.5281","01/07/2020","SHCS","Pleistocene","9.32","9",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_1"
"MHR.5282","01/07/2020","SHCS","Pleistocene","9.32","9",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_1"
"MHR.5283","01/07/2020","SHCS","Pleistocene","9.32","9",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_1"
"MHR.5284","01/07/2020","SHCS","Pleistocene","9.32","9",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_1"
"MHR.5285","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5286","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5287","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5288","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5289","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5290","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5291","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5292","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5293","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5294","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5295","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5296","01/07/2020","SHCS","Pleistocene","9.32","9",4,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_4"
"MHR.5297","01/07/2020","SHCS","Pleistocene","9.32","9",5,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_5"
"MHR.5298","01/07/2020","SHCS","Pleistocene","9.32","9",5,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_5"
"MHR.5299","01/07/2020","SHCS","Pleistocene","9.32","9",5,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_5"
"MHR.5300","01/07/2020","SHCS","Pleistocene","9.32","9",5,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_5"
"MHR.5301","01/07/2020","SHCS","Pleistocene","9.32","9",14,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_14"
"MHR.5302","01/07/2020","SHCS","Pleistocene","9.32","9",14,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_14"
"MHR.5303","01/07/2020","SHCS","Pleistocene","9.32","9",15,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_15"
"MHR.5304","01/07/2020","SHCS","Pleistocene","9.32","9",15,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_15"
"MHR.5305","01/07/2020","SHCS","Pleistocene","9.32","9",15,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_15"
"MHR.5306","01/07/2020","SHCS","Pleistocene","9.32","9",15,"Microporella","speculum",NA,"Microporella_speculum","9.32_9_15"
"MHR.5307","01/07/2020","SHCS","Pleistocene","9.32","6",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_12"
"MHR.5308","01/07/2020","SHCS","Pleistocene","9.32","6",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_12"
"MHR.5309","01/07/2020","SHCS","Pleistocene","9.32","6",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_12"
"MHR.5310","01/07/2020","SHCS","Pleistocene","9.32","6",12,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_12"
"MHR.5311","01/07/2020","SHCS","Pleistocene","9.32","6",16,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_16"
"MHR.5312","01/07/2020","SHCS","Pleistocene","9.32","6",16,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_16"
"MHR.5313","02/07/2020","SHCS","Pleistocene","9.32","6",19,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_19"
"MHR.5314","02/07/2020","SHCS","Pleistocene","9.32","6",19,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_19"
"MHR.5315","02/07/2020","SHCS","Pleistocene","9.32","6",20,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_20"
"MHR.5316","02/07/2020","SHCS","Pleistocene","9.32","6",20,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_20"
"MHR.5317","02/07/2020","SHCS","Pleistocene","9.32","6",22,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_22"
"MHR.5318","02/07/2020","SHCS","Pleistocene","9.32","6",22,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_22"
"MHR.5319","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5320","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5321","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5322","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5323","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5324","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5325","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5326","02/07/2020","SHCS","Pleistocene","9.32","6",24,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_24"
"MHR.5327","02/07/2020","SHCS","Pleistocene","9.32","6",28,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_28"
"MHR.5328","02/07/2020","SHCS","Pleistocene","9.32","6",28,"Microporella","speculum",NA,"Microporella_speculum","9.32_6_28"
"MHR.5329","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5330","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5331","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5332","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5333","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5334","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5335","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5336","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5337","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5338","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5339","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5340","02/07/2020","SHCS","Pleistocene","9.32","5",1,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_1"
"MHR.5341","02/07/2020","SHCS","Pleistocene","9.32","5",7,"Microporella","speculum",NA,"Microporella_speculum","9.32_5_7"
